,hotel_address,additional_number_of_scoring,review_date,average_score,hotel_name,total_number_of_reviews,reviewer_score,lat,lng
61325,160 Rue La Fayette 10th arr 75010 Paris France,161,7/18/2017,8.6,H tel Hor,1090,9.2,48.8793427,2.3577745
62304,16 avenue de Tourville 7th arr 75007 Paris France,75,8/1/2017,8.8,Le Tourville Eiffel,545,8.8,48.854268100000006,2.3078116
62509,16 London Street Paddington Westminster Borough London W2 1HL United Kingdom,114,8/3/2017,8.7,Hotel Indigo London Paddington,602,9.2,51.5150534,-0.1739974
62763,16 rue d Edimbourg 8th arr 75008 Paris France,50,3/6/2017,9.1,Idol Hotel,560,10.0,48.8795369,2.3202966
63234,16 Sumner Place Kensington and Chelsea London SW7 3EG United Kingdom,73,7/29/2017,9.1,Number Sixteen,270,10.0,51.4930905,-0.17550220000000002
63321,160 Cromwell Road Kensington Kensington and Chelsea London SW5 0TL United Kingdom,148,7/18/2017,9.0,Hotel Xenia Autograph Collection,682,8.8,51.494690500000004,-0.19101970000000001
63942,163 Marsh Wall Docklands Tower Hamlets London E14 9SJ United Kingdom,2682,8/3/2017,7.1,Britannia International Hotel Canary Wharf,9086,7.9,51.5019097,-0.0232208
64251,165 rue de Rome 17th arr 75017 Paris France,56,8/20/2015,7.6,Best Western Op ra Batignolles,859,7.5,48.887057299999995,2.3143297
64262,17 18 Upper Woburn Place Camden London WC1H 0HT United Kingdom,198,8/27/2015,7.4,Hilton London Euston,843,7.9,51.5265189,-0.13036889999999998
64386,166 Boulevard Berthier 17th arr 75017 Paris France,59,9/19/2016,8.7,H tel de Banville,493,8.8,48.88646729999999,2.2948911
64399,19 Rue Du Pont Neuf 1st arr 75001 Paris France,48,1/28/2016,7.7,Best Western Ducs de Bourgogne,684,9.2,48.8603483,2.3440535
64576,167 rue de Rome 17th arr 75017 Paris France,11,10/19/2016,6.8,Villa Eugenie,165,7.9,48.8871283,2.314205
65005,17 Rue Du Cotentin 15th arr 75015 Paris France,144,12/9/2016,8.1,Novotel Paris Centre Gare Montparnasse,1363,7.5,48.838484,2.3150904
65078,177 Boulevard Haussmann 8th arr 75008 Paris France,52,2/22/2016,8.5,Hotel Plaza Elys es,563,9.6,48.874612799999994,2.3056956000000004
65113,18 21 Charterhouse Square Islington London EC1M 6AH United Kingdom,431,3/4/2016,8.7,Malmaison London,1374,7.1,51.520943,-0.10045810000000001
65219,18 Rue d Antin 2nd arr 75002 Paris France,110,7/6/2017,8.5,H tel Horset Op ra Best Western Premier Collection,941,5.4,48.8691686,2.3337818
65697,17 19 Egerton Terrace Knightsbridge Kensington and Chelsea London SW3 2BX United Kingdom,43,2/11/2017,9.3,Egerton House,199,9.6,51.4968406,-0.16754979999999997
65722,17 bis rue Am lie 7th arr 75007 Paris France,38,4/5/2016,8.5,Le 7 Eiffel Hotel,316,9.6,48.8585193,2.3077243
65867,19 Brent Street Brent Cross London NW4 2EU United Kingdom,54,10/16/2016,8.6,The Pillar Hotel,215,10.0,51.583236,-0.21686799999999998
66093,19 Rue Copernic 16th arr 75016 Paris France,33,11/1/2016,7.9,H tel Victor Hugo Paris Kl ber,236,8.8,48.8690198,2.2891277999999997
66148,19 Rue Cujas 5th arr 75005 Paris France,80,1/15/2017,8.8,Grand Hotel Saint Michel,625,9.2,48.8478399,2.342254
66442,17 Nottingham Place Westminster Borough London W1U 5LG United Kingdom,55,7/10/2017,7.6,Hotel La Place,301,4.2,51.521525700000005,-0.1533039
66479,19 Rue Tronchet 8th arr 75008 Paris France,69,9/26/2016,8.6,Best Western Premier Op ra Opal,772,7.9,48.8722588,2.3257608
66757,2 4bis Cit Rougemont 9th arr 75009 Paris France,62,5/5/2017,9.1,H tel Ad le Jules,376,10.0,48.872106200000005,2.3451383999999997
66868,2 8 Great Suffolk Street Southwark London SE1 0UG United Kingdom,570,7/10/2017,9.3,Hilton London Bankside,2319,7.9,51.5056956,-0.101525
66923,2 8 Hanger Lane Ealing Common London W5 3HN United Kingdom,434,1/9/2017,8.4,DoubleTree by Hilton London Ealing,1494,4.2,51.511521,-0.290706
67221,2 place Louis Armand 12th arr 75012 Paris France,224,6/17/2016,7.9,Mercure Paris Gare De Lyon TGV,2903,6.3,48.844294899999994,2.3730938
67332,2 Rue d Artois 8th arr 75008 Paris France,118,8/8/2015,8.4,H tel des Champs Elys es,755,2.9,48.872288399999995,2.3090359
67516,17 rue de l Arcade 8th arr 75008 Paris France,230,2/26/2017,8.6,H tel Bedford,1703,10.0,48.8720593,2.3236802000000005
68205,17 rue de Richelieu 1st arr 75001 Paris France,5,5/8/2017,8.9,Drawing Hotel,67,7.5,48.8644382,2.3359148
68336,2 Rue Duperr 9th arr 75009 Paris France,35,9/21/2015,8.1,La Villa Royale,404,5.4,48.8821595,2.3367444
68470,173 185 Greenwich High Rd Greenwich London SE10 8JA United Kingdom,274,7/5/2017,8.6,Novotel London Greenwich,924,8.8,51.4778583,-0.0137463
68774,20 28 Bolsover Street Westminster Borough London W1W 5NB United Kingdom,261,6/18/2017,8.1,Grange Fitzrovia Hotel,1034,7.5,51.521759,-0.1425381
69407,173 Gloucester Place Westminster Borough London NW1 6DX United Kingdom,468,4/18/2017,7.7,Park Avenue Baker Street,1913,5.4,51.52414520000001,-0.16099070000000001
69579,20 Chesham Place Kensington and Chelsea London SW1X 8HQ United Kingdom,197,3/31/2016,9.2,The Hari London,635,6.7,51.4973203,-0.1562558
69581,17 25 Sloane Street Knightsbridge Kensington and Chelsea London SW1X 9NU United Kingdom,759,8/2/2017,7.5,Millennium Hotel London Knightsbridge,2746,7.1,51.4999683,-0.15999270000000002
69602,17 Avenue Kl ber 16th arr 75016 Paris France,56,9/22/2015,8.7,H tel Raphael,282,9.2,48.8713239,2.2937849
69795,20 Lavington Street Southwark London SE1 0NZ United Kingdom,804,12/19/2016,9.1,citizenM London Bankside,3802,9.6,51.5051507,-0.10047239999999999
70274,20 Rue La Fayette 9th arr 75009 Paris France,90,4/10/2017,8.4,Banke H tel,688,9.6,48.8735736,2.3359650000000003
70743,17 Boulevard Saint Jacques 14th arr 75014 Paris France,37,7/29/2017,7.5,Paris Marriott Rive Gauche Hotel,239,5.4,48.83159620000001,2.3399796000000004
70912,17 Rue de Caumartin 9th arr 75009 Paris France,13,7/10/2017,7.8,Hotel Le Pera,229,9.6,48.871309000000004,2.3277078999999996
71086,20 Upper Ground Southwark London SE1 9PD United Kingdom,1100,8/30/2016,9.1,Mondrian London,3611,10.0,51.5084036,-0.1067988
71567,17 rue Duhesme 18th arr 75018 Paris France,21,7/19/2017,8.8,D clic Hotel,360,8.8,48.8908018,2.3380204
71627,17 rue g t le coeur 6th arr 75006 Paris France,9,4/20/2017,8.7,Villa d Estr es,59,9.2,48.8535089,2.3425787000000002
71657,171 Knightsbridge Westminster Borough London SW7 1DW United Kingdom,62,6/17/2017,9.3,Bulgari Hotel London,169,10.0,51.501572100000004,-0.1628511
72382,202 rue de Rivoli 1st arr 75001 Paris France,297,3/29/2017,8.0,Saint James Albany Paris Hotel Spa,2868,7.9,48.8642689,2.3308179
72420,21 rue de Dunkerque 10th arr 75010 Paris France,740,11/6/2016,7.4,Mercure Paris Terminus Nord,5575,8.8,48.8794843,2.3556545
72890,21 rue Moli re 1st arr 75001 Paris France,87,12/15/2015,9.2,H tel Moli re,579,10.0,48.86552929999999,2.3360102000000005
73152,177 rue du faubourg Saint Honor 8th arr 75008 Paris France,59,1/22/2017,8.7,Hotel Champs Elys es Friedland by Happyculture,424,10.0,48.8750848,2.3048372
73429,18 Albert Embankment Lambeth London SE1 7TJ United Kingdom,1195,8/2/2017,8.3,Park Plaza London Riverbank,4684,7.5,51.491373700000004,-0.1214194
74023,18 30 Lexham Gardens Kensington and Chelsea London W8 5JE United Kingdom,137,7/26/2017,8.3,The Park City Grand Plaza Kensington Hotel,667,10.0,51.4954976,-0.1893691
74263,213 rue de la Croix Nivert 15th arr 75015 Paris France,40,8/13/2015,8.3,Vice Versa,637,9.6,48.8363819,2.2897792999999997
74955,18 rue Bachaumont 2nd arr 75002 Paris France,88,4/1/2017,8.8,Hotel Bachaumont,625,10.0,48.8663208,2.3450398999999997
75005,218 rue de Rivoli 1st arr 75001 Paris France,126,7/3/2017,8.7,H tel Brighton Esprit de France,973,5.4,48.8649306,2.3290843999999997
75574,232 Boulevard Raspail 14th arr 75014 Paris France,119,4/17/2017,8.9,H tel Aiglon Esprit de France,1152,7.1,48.83966229999999,2.3300582000000003
76188,24 Rue d Amsterdam 9th arr 75009 Paris France,91,8/16/2015,8.7,Phileas Hotel,1000,7.5,48.8768854,2.3270623
76428,18 Avenue De Suffren Entr e au 22 rue Jean Rey 15th arr 75015 Paris France,428,6/30/2017,8.6,Pullman Paris Tour Eiffel,2764,9.6,48.8555664,2.2926243
76871,24 rue de Ponthieu 8th arr 75008 Paris France,203,9/29/2015,8.1,H tel Beauchamps,1463,9.2,48.87096,2.3091617
76966,18 rue Clement Marrot 8th arr 75008 Paris France,70,4/22/2017,8.6,Franklin Roosevelt,402,9.6,48.8678432,2.3033075000000003
77023,18 rue de Constantinople 8th arr 75008 Paris France,41,5/23/2017,7.6,Best Western Paris Gare Saint Lazare,759,7.5,48.8803752,2.319591
77262,18 Lodge Road Near Baker Street And Marylebone Westminster Borough London NW8 7JT United Kingdom,362,6/10/2017,8.1,Danubius Hotel Regents Park,1294,9.6,51.529257,-0.16835799999999998
77526,26 28 Trebovir Rd Kensington and Chelsea London SW5 9NJ United Kingdom,328,10/1/2015,7.5,Mayflower Hotel Apartments,2197,8.3,51.4916677,-0.1947475
77660,26 42 Bond Street Ealing London W5 5AA United Kingdom,80,6/27/2016,8.6,Hotel Xanadu,269,10.0,51.5117907,-0.306071
77698,181 Cromwell Road Kensington and Chelsea London SW5 0SF United Kingdom,275,7/3/2017,8.6,The Rockwell,1470,7.0,51.4948059,-0.1926525
78392,18 Rue du Cirque 8th arr 75008 Paris France,7,6/27/2017,9.4,Splendide Royal Paris,59,8.3,48.87096270000001,2.3154141
78759,181 Tooley Street Southwark London SE1 2JR United Kingdom,46,7/3/2017,9.3,The LaLit London,136,8.3,51.5032524,-0.078179
79021,185 Boulevard Brune 14th arr 75014 Paris France,59,7/26/2017,8.4,Mercure Paris Alesia,589,8.3,48.8237487,2.324056
79095,19 21 Gt Marlborough St Westminster Borough London W1F 7HL United Kingdom,355,8/3/2017,8.0,Courthouse Hotel London,1786,6.7,51.5143624,-0.1394483
79962,19 21 Penywern Road Kensington and Chelsea London SW5 9TT United Kingdom,249,8/3/2017,7.7,Best Western The Boltons Hotel London Kensington,1573,10.0,51.4907493,-0.19346270000000002
80037,19 avenue Kleber 16th arr 75116 Paris France,52,3/8/2016,9.5,Hotel The Peninsula Paris,275,9.2,48.8710605,2.2933537
80489,19 25 Granville Place Marble Arch Westminster Borough London W1H 6PA United Kingdom,234,4/26/2017,8.0,Radisson Blu Edwardian Sussex,1295,7.1,51.5144381,-0.15583370000000002
80934,19 New Bridge Street City of London London EC4V 6DB United Kingdom,126,5/12/2017,8.6,Crowne Plaza London The City,488,6.7,51.5122429,-0.1045036
81009,19 Boulevard De La Tour Maubourg 7th arr 75007 Paris France,38,3/22/2017,9.5,Le Narcisse Blanc Spa,222,10.0,48.8605125,2.3106533
81477,19 place du Panth on 5th arr 75005 Paris France,33,9/8/2015,8.8,H tel Les Dames du Panth on,234,10.0,48.845743,2.3449299999999997
81756,19 Rue De Caumartin 9th arr 75009 Paris France,31,8/18/2016,8.8,Hotel Maison Ath n e,346,10.0,48.8713421,2.3280722999999997
81875,19 Rue Des Pretres Saint Germain L Auxerrois 1st arr 75001 Paris France,50,7/5/2017,8.9,Relais Du Louvre,406,9.6,48.8592264,2.340996
81963,19 Rue du Commandant Ren Mouchotte 14th arr 75014 Paris France,151,7/24/2017,8.1,Pullman Paris Montparnasse,1501,4.2,48.838294299999994,2.3210421
82510,19 Rue Vernet 8th arr 75008 Paris France,66,7/25/2017,7.7,Amarante Champs Elys es,464,7.9,48.871764899999995,2.2983854999999997
82585,199 206 High Holborn Camden London WC1V 7BD United Kingdom,421,5/29/2017,9.2,The Hoxton Holborn,1740,10.0,51.5172398,-0.12203239999999999
82613,190 Queen s Gate Kensington and Chelsea London SW7 5EX United Kingdom,227,8/3/2017,8.6,The Gore Hotel Starhotels Collezione,968,7.1,51.500197899999996,-0.17953570000000002
83888,1a Lexham Gardens Kensington and Chelsea London W8 5JJ United Kingdom,222,8/2/2017,7.5,Mercure London Kensington Hotel,1016,9.2,51.4950098,-0.1906195
84330,2 24 Kensington High St Kensington and Chelsea London W8 4PT United Kingdom,617,8/2/2017,8.8,Royal Garden Hotel,2213,9.6,51.50270220000001,-0.1882164
85205,2 4 Boundary Street Hackney London E2 7DD United Kingdom,12,6/20/2017,8.4,Boundary Rooms Suites,45,9.6,51.5244224,-0.0764614
85301,2 5 Montague Street Bloomsbury Camden London WC1B 5BU United Kingdom,100,10/5/2016,7.9,Grange White Hall Hotel,468,6.7,51.5203469,-0.12608930000000002
87082,2 avenue la Porte Molitor 16th arr 75016 Paris France,29,7/20/2017,8.8,Molitor Paris MGallery by Sofitel,659,7.9,48.8448902,2.2528330000000003
87155,2 Bd Garibaldi 15th arr 75015 Paris France,54,7/24/2017,8.3,First Hotel Paris Tour Eiffel,275,9.2,48.8475112,2.3022197999999996
87227,2 Bridge Place Victoria Westminster Borough London SW1V 1QA United Kingdom,660,8/2/2017,8.4,DoubleTree by Hilton London Victoria,2902,9.2,51.49398,-0.143372
87410,2 Caxton Street Westminster Borough London SW1H 0QW United Kingdom,231,6/25/2017,8.9,St Ermin s Hotel Autograph Collection,857,7.5,51.498905,-0.13390929999999998
88162,2 Montagu Place Westminster Borough London W1H 2ER United Kingdom,65,8/23/2016,9.1,Montagu Place Hotel,287,10.0,51.5191009,-0.1592
88181,2 place des Pyramides 1st arr 75001 Paris France,191,9/9/2016,9.0,H tel Regina,1329,9.2,48.8637503,2.3320406000000005
89567,2 Rue Boulard 14th arr 75014 Paris France,38,7/7/2017,7.6,Villa Montparnasse,300,8.3,48.8349272,2.3295912999999997
89801,2 rue de Gramont 2nd arr 75002 Paris France,48,7/25/2017,8.9,Lyric H tel Paris,480,8.8,48.8690126,2.3368708
89898,2 Rue De Parme 9th arr 75009 Paris France,54,6/30/2017,9.2,Hotel Design Secret de Paris,618,10.0,48.8814056,2.3282568
89991,2 rue des Guillemites 4th arr 75004 Paris France,13,8/3/2017,9.3,Hotel Dupond Smith,60,10.0,48.857898,2.3571978
90014,2 Rue du Colonel Pierre Avia 15th arr 75015 Paris France,13,7/31/2017,9.2,Okko Hotels Paris Porte De Versailles,257,8.8,48.8327729,2.2787597
90132,2 Rue Edouard VII 9th arr 75009 Paris France,82,8/3/2017,9.1,Hotel Indigo Paris Opera,616,5.8,48.870437100000004,2.329236
90247,2 rue Geoffroy Marie 9th arr 75009 Paris France,38,1/4/2017,8.4,Villa Opera Drouot,528,3.3,48.873223100000004,2.3436097
90343,2 Rue Hector Malot 12th arr 75012 Paris France,353,8/2/2017,8.5,Novotel Paris Gare De Lyon,3583,10.0,48.845378499999995,2.3753036
90909,2 Rue Racine 6th arr 75006 Paris France,31,7/3/2017,8.3,H tel Belloy Saint Germain By Happyculture,303,10.0,48.8503901,2.3422527
90991,2 Rue Saint Sulpice 6th arr 75006 Paris France,34,7/26/2017,8.4,Hotel Louis 2,265,8.8,48.8516148,2.3381293
91046,2 Rue Scribe 9th arr 75009 Paris France,135,6/26/2017,8.8,InterContinental Paris Le Grand,833,4.2,48.8708391,2.3303651000000003
91196,2 Spring Gardens Trafalgar Square Westminster Borough London SW1A 2TS United Kingdom,169,7/11/2017,8.1,The Trafalgar Hilton,784,10.0,51.507374,-0.129135
91542,2 Stanhope Row Park Lane Westminster Borough London W1J 7BS United Kingdom,444,5/14/2017,7.0,Park Lane Mews Hotel,2061,3.3,51.505933399999996,-0.14894179999999999
92616,2 Sylvester Path Hackney London E8 1EN United Kingdom,81,7/7/2017,7.9,Old Ship Inn Hackney,272,9.6,51.5458476,-0.055411300000000004
92756,2 The Avenue Ealing London W13 8PH United Kingdom,187,7/9/2017,8.8,The Drayton Court Hotel,750,7.9,51.5141842,-0.31929250000000003
93147,2 Wallenberg Place Westminster Borough London W1H 7TN United Kingdom,687,8/3/2017,8.9,The Montcalm Marble Arch,2752,3.8,51.51505220000001,-0.15923900000000002
94203,2 Whitehall Court Westminster Borough London SW1A 2EJ United Kingdom,475,6/20/2017,8.9,The Royal Horseguards,2007,9.6,51.5054185,-0.12414990000000001
94209,2 Warrington Crescent Westminster Borough London W9 1ER United Kingdom,80,8/2/2017,7.8,The Colonnade,391,7.1,51.524328600000004,-0.18466229999999997
95489,20 bis rue de la Ga t 14th arr 75014 Paris France,76,4/29/2017,8.2,H tel Le M,1140,7.1,48.8397623,2.3235324
97716,20 Mercer Street Covent Garden Camden London WC2H 9HD United Kingdom,386,8/3/2017,8.7,Radisson Blu Edwardian Mercer Street,1478,8.8,51.5139275,-0.1271506
97851,20 Pembridge Gardens Kensington and Chelsea London W2 4DU United Kingdom,43,4/8/2016,7.8,The Abbey Court Notting Hill,322,7.9,51.5101401,-0.1968951
98484,20 Nevern Square Kensington and Chelsea London SW5 9PD United Kingdom,305,8/2/2017,8.3,Twenty Nevern Square Hotel,1719,5.8,51.4915712,-0.1963192
98540,20 rue du Sommerard 5th arr 75005 Paris France,28,11/6/2016,8.0,Mercure Paris Notre Dame Saint Germain des Pr s,268,8.3,48.8503074,2.3450612
98695,20 Rue Jean Rey 15th arr 75015 Paris France,333,7/12/2017,8.0,Mercure Paris Centre Tour Eiffel,2611,8.3,48.8548641,2.2923181
99353,20 rue Berthollet 5th arr 75005 Paris France,31,7/24/2017,8.5,Seven Hotel,467,8.8,48.8389823,2.3455527999999997
99402,20 rue de l Ing nieur Robert Keller 15th arr 75015 Paris France,49,8/3/2017,8.6,Platine Hotel Spa,729,9.2,48.8473459,2.2832407999999997
102100,20 Warwick Street Westminster Borough London W1B 5NF United Kingdom,109,7/31/2017,8.1,Karma Sanctum Soho Hotel,423,10.0,51.5116049,-0.1383145
102293,202 220 Cromwell Road Kensington and Chelsea London SW5 0SW United Kingdom,119,7/8/2017,8.2,NH London Kensington,879,5.8,51.4948507,-0.1945544
102496,21 Avenue De La Grande Arm e 16th arr 75016 Paris France,168,6/5/2017,8.2,Montfleuri,1106,10.0,48.8747153,2.2906388
103102,207 Boulevard Raspail 14th arr 75014 Paris France,37,4/6/2016,8.2,Mercure Paris Montparnasse Raspail,369,7.9,48.8412131,2.3302954
103299,209 211 rue de Charenton 12th arr 75012 Paris France,54,7/27/2017,8.7,Golden Tulip Bercy Gare de Lyon 209,1099,9.6,48.8393229,2.3892274
103692,21 Avonmore Road Kensington Hammersmith and Fulham London W14 8RP United Kingdom,53,8/2/2017,7.7,Simply Rooms Suites,226,9.2,51.4944875,-0.2070605
103789,21 Boulevard De Clichy 9th arr 75009 Paris France,44,5/31/2017,8.3,Mercure Paris Pigalle Sacre Coeur,441,4.6,48.8823398,2.3364764
103809,21 Gower Street Camden London WC1E 6HG United Kingdom,122,8/2/2017,7.8,The Academy,612,6.3,51.5205441,-0.1308091
104130,21 Piccadilly Westminster Borough London W1J 0BH United Kingdom,146,8/28/2016,7.6,Le Meridien Piccadilly,817,9.2,51.5094835,-0.13625379999999998
105848,21 rue F licien David 16th arr 75016 Paris France,34,7/25/2017,8.4,H tel F licien by Elegancia,448,10.0,48.8493082,2.2743626
105914,21 rue Lavoisier 8th arr 75008 Paris France,4,10/18/2016,8.0,Le Lavoisier,66,3.8,48.8737702,2.3201063
106105,214 High Street Acton London London W3 9NX United Kingdom,39,8/2/2017,8.9,The Kings Head Hotel,200,9.2,51.5079153,-0.2730145
106191,214 rue du Faubourg Saint Honor 8th arr 75008 Paris France,105,7/26/2017,8.2,H tel Etoile Saint Honor by Happyculture,762,8.3,48.875650799999995,2.3041568
106322,214 rue Saint Jacques 5th arr 75005 Paris France,40,11/14/2016,8.8,Hotel Le petit Paris,221,7.5,48.8452789,2.342295
106400,216 Avenue Jean Jaures 19th arr 75019 Paris France,34,7/26/2017,7.5,Mercure Paris 19 Philharmonie La Villette,607,7.5,48.8886969,2.3945402999999996
106428,218 220 rue du Faubourg St Honor 8th arr 75008 Paris France,115,12/15/2016,7.3,Royal Garden Champs Elysees,1125,10.0,48.875715500000005,2.3038781000000004
106650,22 28 Broadway Westminster Borough London SW1H 0BH United Kingdom,242,12/6/2016,9.1,Conrad London St James,944,10.0,51.4993927,-0.1329128
106678,22 avenue de Villiers 17th arr 75017 Paris France,24,5/30/2017,8.2,L Edmond H tel,174,7.9,48.8823111,2.3132373999999998
106942,22 24 Rue Faidherbe 11th arr 75011 Paris France,36,11/30/2016,8.8,H tel Paris Bastille Boutet MGallery by Sofitel,381,8.3,48.8519215,2.3839992999999997
107005,22 25 Finsbury Square City Islington London EC2A 1DX United Kingdom,461,8/2/2017,9.2,Montcalm Royal London House City of London,1592,7.5,51.5218066,-0.0856081
107486,22 Hertsmere Road Tower Hamlets London E14 4ED United Kingdom,930,6/14/2016,8.9,London Marriott Hotel West India Quay,2836,8.8,51.5072713,-0.0211213
107656,22 Park Lane Westminster Borough London W1K 1BE United Kingdom,296,1/9/2016,7.8,London Hilton on Park Lane,943,9.2,51.5055513,-0.1501698
107695,22 Portman Square Westminster Borough London W1H 7BG United Kingdom,597,12/18/2016,7.9,Radisson Blu Portman Hotel London,2308,8.8,51.5161911,-0.1579487
108100,22 Avenue du professeur lemierre 20th arr 75020 Paris France,110,8/3/2017,7.6,Novotel Suites Paris Montreuil Vincennes,1176,8.8,48.8554268,2.4152555
108345,22 rue de Buci 6th arr 75006 Paris France,32,9/2/2016,8.9,H tel De Buci by MH,194,8.8,48.853875200000004,2.3366123
